"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"94","2019-02-21","UK posts record budget surplus in January, boosting Hammond before budget update","Britain posted its biggest budget surplus on record in January despite a slowing economy, putting finance minister Philip Hammond on course to announce the lowest annual borrowing since 2002 in a fiscal update due just before Brexit next month.","uk, posts, record, budget, surplus, january, boosting, hammond, budget, update","britain, posted, biggest, budget, surplus, record, january, despite, slowing, economy, putting, finance, minister, philip, hammond, course, announce, lowest, annual, borrowing, since, fiscal, update, due, just, brexit, next, month"
"96","2019-02-19","UK jobs market defies economy's Brexit slowdown","British workers' pay growth maintained its fastest pace in a decade in late 2018 and job creation stayed strong, data showed, suggesting the labour market was buoyant ahead of Brexit as the broader economy slowed.","uk, jobs, market, defies, economy, s, brexit, slowdown","british, workers, pay, growth, maintained, fastest, pace, decade, late, job, creation, stayed, strong, data, showed, suggesting, labour, market, buoyant, ahead, brexit, broader, economy, slowed"
"97","2019-02-18","UK household sentiment at 11-month low on job fears - IHS Markit","British households grew more downbeat about their finances this month as job worries rose to the highest in over a year, reflecting a slowing economy and uncertain prospects for Brexit in less than six weeks' time.","uk, household, sentiment, month, low, job, fears, ihs, markit","british, households, grew, downbeat, finances, month, job, worries, rose, highest, year, reflecting, slowing, economy, uncertain, prospects, brexit, less, six, weeks, time"
"98","2019-02-18","UK property asking prices rise by least since 2009 - Rightmove","Asking prices for British homes rose by the least in a decade over the past year, property website Rightmove said on Monday, adding to signs of a slowing housing market ahead of Brexit.","uk, property, asking, prices, rise, least, since, rightmove","asking, prices, british, homes, rose, least, decade, past, year, property, website, rightmove, said, monday, adding, signs, slowing, housing, market, ahead, brexit"
"99","2019-02-15","UK retail sales bounce as shoppers flock to January sales","British retail sales rebounded strongly in January as steep clothing discounts attracted wary shoppers, bucking a slowdown in consumer spending ahead of Brexit.","uk, retail, sales, bounce, shoppers, flock, january, sales","british, retail, sales, rebounded, strongly, january, steep, clothing, discounts, attracted, wary, shoppers, bucking, slowdown, consumer, spending, ahead, brexit"
"101","2019-02-14","UK house price outlook darkest since 2011 - RICS","British property surveyors are the most downbeat about the short-term outlook for house prices in nearly eight years, and sellers are shying away from putting homes on the market in the run-up to Brexit, a survey showed on Thursday.","uk, house, price, outlook, darkest, since, rics","british, property, surveyors, downbeat, short, term, outlook, house, prices, nearly, eight, years, sellers, shying, away, putting, homes, market, run, brexit, survey, showed, thursday"
"102","2019-02-13","UK inflation falls to two-year low, offering households help before Brexit","British inflation fell to a two-year low in January, dipping below the Bank of England's target and offering some relief to consumers who have tightened their belts ahead of Brexit.","uk, inflation, falls, two, year, low, offering, households, help, brexit","british, inflation, fell, two, year, low, january, dipping, bank, england, s, target, offering, relief, consumers, tightened, belts, ahead, brexit"
"104","2019-02-13","UK economy to make modest post-Brexit recovery if deal agreed - economists","Britain's economy will barely grow in the run-up to Brexit amid concern the UK will leave the European Union without an agreement, but if there is a deal there will be a modest post-divorce upturn, according to economists polled by Reuters.","uk, economy, make, modest, post, brexit, recovery, deal, agreed, economists","britain, s, economy, will, barely, grow, run, brexit, amid, concern, uk, will, leave, european, union, without, agreement, deal, will, modest, post, divorce, upturn, according, economists, polled, reuters"
"105","2019-02-12","Bank of England's Carney spells out no-deal Brexit hit to UK","Bank of England Governor Mark Carney warned on Tuesday of the potential shock to Britain's economy from Brexit which could serve as an ""acid test"" for countries around the world trying to respond to the challenges of globalisation.","bank, england, s, carney, spells, deal, brexit, hit, uk","bank, england, governor, mark, carney, warned, tuesday, potential, shock, britain, s, economy, brexit, serve, acid, test, countries, around, world, trying, respond, challenges, globalisation"
"106","2019-02-12","Carney says UK would suffer hit without Brexit deal","Bank of England Governor Mark Carney said there would be a hit to Britain's economy in the short-term if the country leaves the European Union next month without a deal to smooth its transition.","carney, says, uk, suffer, hit, without, brexit, deal","bank, england, governor, mark, carney, said, hit, britain, s, economy, short, term, country, leaves, european, union, next, month, without, deal, smooth, transition"
"108","2019-02-12","Fox says Brexit is not the only reason for GDP slowdown","Britain's economic slowdown should not be blamed entirely on Brexit, British Trade Minister Liam Fox said on Monday after data showed the economy last year grew at its slowest since 2012.","fox, says, brexit, reason, gdp, slowdown","britain, s, economic, slowdown, blamed, entirely, brexit, british, trade, minister, liam, fox, said, monday, data, showed, economy, last, year, grew, slowest, since"
"109","2019-02-12","UK economy at weakest since 2012, as Brexit, global worries bite","Britain's economy slowed sharply in late 2018, pushing annual growth to a six-year low as worries about Brexit hammered business investment and a weakening global economy weighed on trade, data showed on Monday.","uk, economy, weakest, since, brexit, global, worries, bite","britain, s, economy, slowed, sharply, late, pushing, annual, growth, six, year, low, worries, brexit, hammered, business, investment, weakening, global, economy, weighed, trade, data, showed, monday"
"111","2019-02-11","UK public services face post-Brexit squeeze, forecasters warn","Many British public services risk ongoing real-terms cuts for years to come, despite a softer fiscal stance from finance minister Philip Hammond, a major think tank predicted ahead of a half-yearly budget update next month.","uk, public, services, face, post, brexit, squeeze, forecasters, warn","many, british, public, services, risk, ongoing, real, terms, cuts, years, come, despite, softer, fiscal, stance, finance, minister, philip, hammond, major, think, tank, predicted, ahead, half, yearly, budget, update, next, month"
