"","Headline","Description","Date"
"133","UK Labour Party says hopes for Brexit deal which protects economy","Britain's opposition Labour Party hopes talks with the government will lead to a Brexit deal which protects jobs and the economy, its finance spokesman John McDonnell said on Tuesday.","2019-04-09"
"134","Britain must move to avoid no deal Brexit - Germany's Roth","EU leaders will discuss extending Britain's Friday deadline for Brexit when they meet on Wednesday but must make clear its Brexit plan to avoid a disorderly departure from the bloc, Germany's EU affairs minister said on Tuesday.","2019-04-09"
"135","Dutch minister says EU should give UK more time to sort out Brexit","The European Union should give Britain more time to sort out Brexit but London must be clear on how it plans to do it, Dutch Foreign Minister Stef Blok said a day before EU leaders will decide on whether to delay the UK's departure again.","2019-04-09"
"136","Britain must say how it wants to use Brexit extension - EU presidency","It is critical that Britain explains to European Union leaders on Wednesday how it intends to use the extension of the Brexit deadline it wants to apply for, the Romanian minister for European Affairs George Ciamba said on Tuesday.","2019-04-09"
"137","Brexit hangs in the balance as May's government talks with Labour","Brexit hung in the balance on Monday as Prime Minister Theresa May tried to coax the Labour Party into agreeing a divorce deal with a better chance of passage by parliament, ahead of a crisis EU summit where she will try to delay the April 12 departure.","2019-04-09"
"138","UK government has not given Labour Party the undertakings it needs on Brexit - Corbyn","The British government has so far not given the opposition Labour Party the undertakings it needs in order to be able to back Prime Minister Theresa May's Brexit deal, Labour leader Jeremy Corbyn said on Monday.","2019-04-09"
"139","UK takes legal steps needed for European Parliament elections","The British government said on Monday it had taken the necessary steps required by law to participate in European Parliament elections in May, but that this did not mean it was inevitable Britain would take part.","2019-04-09"
"140","PM May considering offering lawmakers a vote on second Brexit referendum - Telegraph","British Prime Minister Theresa May is considering giving lawmakers a vote on whether to hold a second Brexit referendum in a bid to break the deadlock in talks with the opposition Labour Party, the Telegraph reported.","2019-04-09"
"141","Parliament approves Brexit law forcing May to consult on delay","Britain's parliament approved legislation on Monday that gives lawmakers the power to scrutinise and even change Prime Minister Theresa May's request that the European Union agree to delay Brexit until June 30.","2019-04-08"
"142","Parliament approves law forcing May to consult on Brexit delay","Britain's parliament approved legislation on Monday that will give lawmakers the power to scrutinise and even change Prime Minister Theresa May's request that the European Union agree to delay Brexit until June 30.","2019-04-08"
"143","UK lords approve Brexit law forcing May to consult parliament on delay","Britain's House of Lords on Monday approved legislation that will give parliament the power to scrutinise and even change Prime Minister Theresa May's request that the European Union agree to delay Brexit until June 30.","2019-04-08"
"144","In call with PM May, Ireland's Varadkar says open to Brexit delay","Irish Prime Minister Leo Varadkar spoke to Britain's Theresa May on Monday about her plan to seek a further extension to the Article 50 Brexit negotiating period, the Irish government said in a statement.","2019-04-08"
"145","Government sets out plan to comply with Brexit delay law, if it passes","The government's leader in parliament set out plans to hold a 90-minute debate on Tuesday on Prime Minister Theresa May's request for a delay to Brexit in order to comply with legislation expected to pass into law later on Monday.","2019-04-08"
"146","Summitry Night Fever - Decoding the Brexit showdown","European summits, jaded Englishmen have said, are like soccer: they go into extra-time, and the Germans always win.","2019-04-08"
"147","EU's Barnier hopes UK talks can produce positive Brexit outcome","The European Union's chief Brexit negotiator said he hoped cross-party crisis talks in London would yield a positive outcome to allow his team to move swiftly in agreeing more ambitions terms on a future British-EU relationship.","2019-04-08"
"148","Technical Brexit talks will resume between UK government and Labour - PM's spokesman","Technical talks between officials from the government and Labour Party on finding a compromise on a Brexit deal will resume later on Monday, a spokesman for Prime Minister Theresa May said.","2019-04-08"
"149","UK government hopeful for further Brexit talks with Labour on Monday - PM's spokeswoman","Britain's government has been in contact with the Labour Party and hopes there will be more talks with the opposition party later on Monday to find a compromise over a Brexit deal, a spokeswoman for Prime Minister Theresa May said.","2019-04-08"
"150","Dutch PM Rutte - spoke with May on Brexit delay request","Dutch Prime Minister Mark Rutte on Monday said he had spoken to British counterpart Theresa May about her government's new request for a further delay to Britain's exit from the European Union.","2019-04-08"
"151","Brexit-supporting MP calls for no confidence vote in May - Sky","The deputy leader of a pro-Brexit faction in Britain's ruling Conservative Party has called for a vote of no confidence in Prime Minister Theresa May by Wednesday, Sky News reported.","2019-04-08"
