"","Headline","Description","Date"
"139","UK employers offer staff biggest pay rises for 10 years - survey","British employers have offered staff the biggest pay rises in 10 ten years in early 2019, a survey of companies suggested on Thursday, adding to signs that historically low unemployment is beginning to translate into faster wage growth.","2019-01-24"
"140","Optimism in UK factories sours as Brexit, global economy take toll - CBI","Optimism in British factories faded badly over the last three months, especially around the outlook for exports in a slowing global economy and ahead of Brexit, an industry survey showed on Wednesday.","2019-01-23"
"141","BoE's Broadbent says puzzled by warnings of unsustainable UK household debt","LONDON - Bank of England Deputy Governor Ben Broadbent said on Wednesday he was puzzled by widespread warnings that household debt in Britain had reached unsustainable levels.","2019-01-23"
"142","Surging labour market boosts UK economy ahead of Brexit","British workers' pay grew at the fastest pace in over 10 years and employment jumped much more than expected in the three months to the end of November, contrasting with other signs of an economic slowdown ahead of Brexit.","2019-01-22"
"143","UK households gloomy for 2019, lower inflation eases near-term worries","British households' hopes for their finances over the year ahead remain near a five-year low, due to growing concern about job security ahead of Brexit, though easing inflation pressures have offered some short-term cheer.","2019-01-21"
"144","UK house prices make weakest start to year since 2012 - Rightmove","Asking prices for British property are rising at the slowest pace since 2012 amid ongoing Brexit worries, property website Rightmove said on Monday.","2019-01-21"
"145","UK shoppers rein in spending as Brexit nears","British shoppers cut back on spending in the three months to December for the first time since last spring, adding to evidence of a consumer slowdown as Brexit approaches, data showed on Friday.","2019-01-18"
"146","Factbox - How Britain's retailers fared over Christmas","British retailers are giving updates on Christmas trading, by far their busiest and most important period of the year, stretching from ""Black Friday"" on Nov. 23 to early January clearance sales.","2019-01-18"
"147","Gloom shrouds UK housing market outlook as Brexit nears","The outlook for Britain's housing market is darkening fast ahead of Brexit, with sales expectations falling to their lowest level in at least 20 years by one measure, surveys showed on Thursday.","2019-01-17"
"148","UK lenders see demand for mortgages, credit cards plummeting before Brexit - BoE","- Lenders in Britain expect demand for mortgages and credit card lending to fall by the greatest extent in several years, a Bank of England survey showed on Thursday, adding to signs of an economic slowdown before Brexit.","2019-01-17"
"149","UK should stop issuing RPI-linked gilts, focus on CPI - lawmakers","Britain should stop issuing inflation-linked bonds that are tied to a flawed measure of price growth that gives bondholders an undeserved £1 billion windfall each year, lawmakers said on Thursday.","2019-01-17"
"150","Bank of England sees UK current account risk from Brexit","The Bank of England warned on Wednesday that Britain's large current account deficit remained a big risk ahead of Brexit, and that a jump in sterling after parliament crushed Prime Minister Theresa May's Brexit plan should not give too much comfort.","2019-01-16"
"151","SNB's Jordan warns of impact from chaotic Brexit","A British departure from the European Union without a deal could hurt international trade, trigger turbulence on the currency markets and hit Switzerland, Swiss National Bank Chairman Thomas Jordan said on Wednesday.","2019-01-16"
"152","Leveraged loans echo pre-crisis subprime crash - BoE's Carney","Bank of England Governor Mark Carney on Wednesday likened the $2 trillion (£1.55 trillion) leveraged loan market to subprime mortgages that defaulted 10 years ago and triggered a global financial crisis, in a warning to MPs.","2019-01-16"
"153","UK inflation falls again, leaving BoE under no pressure on rates","British inflation hit its lowest in nearly two years in December as fuel prices fell, leaving the Bank of England under no pressure to carry on raising interest rates as uncertainty over Brexit dominates the economic outlook.","2019-01-16"
"154","Marketing spending growth hits wall at UK companies on Brexit fears - survey","A six-year run of marketing spending growth at British companies  ended in the final quarter of 2018 as uncertainty over Britain's impending exit from the European Union led companies to clamp down on costs, a survey showed on Wednesday.","2019-01-16"
